_id,text,created_at,author_name,author_username,lang,event_type,sentiment,is_english,cleaned_text,processed_date,text_neg,text_neu,text_pos,text_compound
6820dd5899891a237c42bafe,"@Daddy_Tweens @harreceipts @SizweBansii @velele17 @IgboPerspective With all this resources Nigeria still lacks basic amenities, poor schools, dilapidated hospitals and health centres. Even to see food eat be like connection now.  All this past leaders and present most of them attended free school. Our natural disaster is our leaders.",2025-05-11T18:15:42,abdulai afolabi,alphonzohunter,en,natural disaster,slightly negative,true,"With all this resources Nigeria still lacks basic amenities, poor schools, dilapidated hospitals and health centres. Even to see food eat be like connection now. All this past leaders and present most of them attended free school. Our natural disaster is our leaders.",2025-05-11,0.123,0.735,0.142,0.0258
6820dd5899891a237c42bb01,@AKorybko @YusufMoeed Most third parties have leverage and this influence. Both Pakistan and India are subjected to influence from US and the Middle East. And they rightly use it in times of crises. Be it war or natural disaster.,2025-05-11T18:15:42,FlipperKoala101,FKoala101,en,natural disaster,negative,true,Most third parties have leverage and this influence. Both Pakistan and India are subjected to influence from US and the Middle East. And they rightly use it in times of crises. Be it war or natural disaster.,2025-05-11,0.165,0.722,0.113,-0.5456
6820dd5899891a237c42bb03,"backwards, sideways, outside, in the car, on a plane, on the couch, the kitchen counter, underwater, against the wall, on the floor, in the basement, against the window, upside down, until the neighbours call the police bc they think it’s a category 500 natural disaster https://t.co/7cYI5agKKK",2025-05-11T18:15:42,lauren 𝜗𝜚༉‧₊˚.,abelsdawnn,en,natural disaster,slightly negative,true,"backwards, sideways, outside, in the car, on a plane, on the couch, the kitchen counter, underwater, against the wall, on the floor, in the basement, against the window, upside down, until the neighbours call the police bc they think it’s a category 500 natural disaster",2025-05-11,0.081,0.87,0.049,-0.3818
6820dd5899891a237c42bb15,"@QuoteChain_AI Crypto’s down 10%, and CT’s distracted by the latest token. Meanwhile, in Kenya, farmers use blockchain to get paid directly for crops, cutting out inflation and middlemen. No trends. Just real empowerment.",2025-05-11T18:15:42,Ň𝐢𝐬𝒶t❤️ QT,nisat_boy,en,inflation trends,negative,true,"Crypto’s down 10%, and CT’s distracted by the latest token. Meanwhile, in Kenya, farmers use blockchain to get paid directly for crops, cutting out inflation and middlemen. No trends. Just real empowerment.",2025-05-11,0.169,0.831,0,-0.6249
6820dd5899891a237c42baf9,@Beard_Vet @PressSec FEMA has f’ed every victim of a natural disaster for years. It needs to be dismantled.  They should set up AI to disburse assistance.,2025-05-11T18:15:42,lonestar dude,HerbieBevo,en,natural disaster,negative,true,FEMA has f’ed every victim of a natural disaster for years. It needs to be dismantled. They should set up AI to disburse assistance.,2025-05-11,0.196,0.726,0.079,-0.5719
6820dd5899891a237c42bafd,"I have absolutely no issue with this legislation crush all their bloody cars - but it is like a deflection from the odious Pay Equity legislation passed UNDER URGENCY.  There needs to be an allowance to pass laws urgently IN TIMES OF WAR, PANDEMIC, NATURAL DISASTER OR EMERGENCY.",2025-05-11T18:15:42,Veronica Glamis Aotearoa💃💃💃💃,VeronicaGlamis,en,natural disaster,negative,true,"I have absolutely no issue with this legislation crush all their bloody cars - but it is like a deflection from the odious Pay Equity legislation passed UNDER URGENCY. There needs to be an allowance to pass laws urgently IN TIMES OF WAR, PANDEMIC, NATURAL DISASTER OR EMERGENCY.",2025-05-11,0.343,0.55,0.107,-0.9493
6820dd5899891a237c42bb00,"This game has more CCU (concurrent users)\nthan ""blocktales"",\n""natural disaster survival"",\n""Tower Defense Simulator"",\n""PHIGHTING!"",\n""Superstar Racers"",\nand ""A dusty trip"" COMBINED.\n\n(and its almost reaching the ccu of forsaken btw) https://t.co/oIJp9tvTBW",2025-05-11T18:15:42,Potatoe,EpikLuzer,en,natural disaster,slightly negative,true,"This game has more CCU (concurrent users) than ""blocktales"", ""natural disaster survival"", ""Tower Defense Simulator"", ""PHIGHTING!"", ""Superstar Racers"", and ""A dusty trip"" COMBINED. (and its almost reaching the ccu of forsaken btw)",2025-05-11,0.105,0.746,0.149,-0.2228
6820dd5899891a237c42bb04,"#MannKiBaat\nWe are talking about disaster management, and a special app called ‘Sachet’ can help keep you informed and protected during natural disasters. : PM Modi\nvia NaMo App",2025-05-11T18:15:42,BPKNEWS,bpknews,en,natural disaster,neutral,true,"We are talking about disaster management, and a special app called ‘Sachet’ can help keep you informed and protected during natural disasters. : PM Modi via NaMo App",2025-05-11,0.186,0.554,0.26,0.2732
6820dd5899891a237c42bb08,"@NathanN53497491 @VENKATESHMODERN @Barchart The rise of Japan's 40-year bond yield to 3.90% suggests a possible shift in monetary policy, with the Bank of Japan potentially tightening rates. It also reflects higher inflation expectations, as Japan's inflation hit 4% in January 2025. Global bond market trends, like rising",2025-05-11T18:15:42,Grok,grok,en,inflation trends,neutral,true,"The rise of Japan's 40-year bond yield to 3.90% suggests a possible shift in monetary policy, with the Bank of Japan potentially tightening rates. It also reflects higher inflation expectations, as Japan's inflation hit 4% in January 2025. Global bond market trends, like rising",2025-05-11,0,0.948,0.052,0.3612
6820dd5899891a237c42bb09,"@QuoteChain_AI $BTC down 12%, and CT’s flipping altcoins. But in Argentina, farmers are using stablecoins to protect savings from inflation. No trends. No speculation. Just crypto offering real-world protection.",2025-05-11T18:15:42,Ň𝐢𝐬𝒶t❤️ QT,nisat_boy,en,inflation trends,neutral,true,"$BTC down 12%, and CT’s flipping altcoins. But in Argentina, farmers are using stablecoins to protect savings from inflation. No trends. No speculation. Just crypto offering real-world protection.",2025-05-11,0.081,0.753,0.166,0.4464
6820dd5899891a237c42bb0b,"@AlexisAyeee_ @biscotti51820 @Atrainevochamp @MetalheadMadman @BraddrofliT The word ""projection"" refers to a forecast or estimate based on current data and assumptions, often used in economics to predict trends like prices or inflation. In this context, comparing actual prices to projections can be misleading, as projections are not guaranteed outcomes.",2025-05-11T18:15:42,Grok,grok,en,inflation trends,slightly negative,true,"The word ""projection"" refers to a forecast or estimate based on current data and assumptions, often used in economics to predict trends like prices or inflation. In this context, comparing actual prices to projections can be misleading, as projections are not guaranteed outcomes.",2025-05-11,0.053,0.898,0.049,-0.0516
6820dd5899891a237c42bb0e,"@QuoteChain_AI $ETH drops 10%, and CT’s hunting for the next pump. Meanwhile, in Argentina, farmers are hedging against inflation with stablecoins, bypassing collapsing fiat. No trends. No speculations. Just crypto stabilizing their future.",2025-05-11T18:15:42,安多里,x_andory,en,inflation trends,slightly negative,true,"$ETH drops 10%, and CT’s hunting for the next pump. Meanwhile, in Argentina, farmers are hedging against inflation with stablecoins, bypassing collapsing fiat. No trends. No speculations. Just crypto stabilizing their future.",2025-05-11,0.121,0.827,0.052,-0.3637
6820dd5899891a237c42bb0f,"WEBINAR | Instant Insight: Inflation Trends\nTuesday, May 13 @ 9:00 am - 9:30 am\n\nPenetrating analysis from the Annex Wealth Management Investment Committee on the latest inflation numbers. What the numbers were and what they may mean to you.\n\nRegister: https://t.co/iHaCUL3PX6 https://t.co/OdQFEMh6Mq",2025-05-11T18:15:42,Annex Wealth Management,AnnexWealth,en,inflation trends,neutral,true,"WEBINAR | Instant Insight: Inflation Trends Tuesday, May 13 @ 9:00 am - 9:30 am Penetrating analysis from the Annex Wealth Management Investment Committee on the latest inflation numbers. What the numbers were and what they may mean to you. Register:",2025-05-11,0,0.929,0.071,0.4939
6820dd5899891a237c42bb11,"@humanistGV @WallStreetApes @WallStreetApes @humanistGV Specific data on McDonald's price increases in France from 2019 to 2024 is limited, but trends suggest a rise similar to the U.S. Reports indicate menu prices globally have gone up, with some markets seeing increases around 40%, likely due to inflation",2025-05-11T18:15:42,Grok,grok,en,inflation trends,slightly negative,true,"Specific data on McDonald's price increases in France from 2019 to 2024 is limited, but trends suggest a rise similar to the U.S. Reports indicate menu prices globally have gone up, with some markets seeing increases around 40%, likely due to inflation",2025-05-11,0.031,0.969,0,-0.1154
6820dd5899891a237c42bb14,"@QuoteChain_AI Crypto’s down 10%, and CT’s arguing over the latest forks. Meanwhile, in Kenya, blockchain allows farmers to receive instant payments for their crops, bypassing inflation. No trends. Just empowerment.",2025-05-11T18:15:42,Ň𝐢𝐬𝒶t❤️ QT,nisat_boy,en,inflation trends,negative,true,"Crypto’s down 10%, and CT’s arguing over the latest forks. Meanwhile, in Kenya, blockchain allows farmers to receive instant payments for their crops, bypassing inflation. No trends. Just empowerment.",2025-05-11,0.157,0.843,0,-0.6369
6820dd5899891a237c42baf4,"@MattWalshBlog I could see it being useful m for people whose housing was destroyed by a natural disaster, although in NC we learned about how tiny homes built by the Amish didn't meet building codes so the government had to go interfere there",2025-05-11T18:15:42,bex,bex71861690,en,natural disaster,slightly negative,true,"I could see it being useful m for people whose housing was destroyed by a natural disaster, although in NC we learned about how tiny homes built by the Amish didn't meet building codes so the government had to go interfere there",2025-05-11,0.141,0.754,0.104,-0.4404
6820dd5899891a237c42baf5,@TheeHustleHouse I’m working on building an energy drink on Avax. And taking thise profits to help communities in need! Also to shelters/ natural disaster relief!,2025-05-11T18:15:42,Pacheco,PacheckDisTweet,en,natural disaster,positive,true,I’m working on building an energy drink on Avax. And taking thise profits to help communities in need! Also to shelters/ natural disaster relief!,2025-05-11,0.111,0.514,0.375,0.8309
6820dd5899891a237c42baf6,"Recovering from a natural disaster can be difficult, and I want you to know I’m here to help. If you’ve experienced property damage or loss, please utilize any of the four options shown to get started. Contact me to learn more. #GoodNeighbor\n\nhttps://t.co/BxYGLYhQ0W https://t.co/6VSWTLDbHT",2025-05-11T18:15:42,Rachel B. | State Farm Agent,rachel_insures,en,natural disaster,negative,true,"Recovering from a natural disaster can be difficult, and I want you to know I’m here to help. If you’ve experienced property damage or loss, please utilize any of the four options shown to get started. Contact me to learn more.",2025-05-11,0.213,0.633,0.155,-0.6486
6820dd5899891a237c42baf7,"@catturd2 @AGPamBondi , ma’am, isn’t this fraud? It’s the same as gas stations raising prices after a natural disaster!",2025-05-11T18:15:42,EA Chetwood,EAChetwood,en,natural disaster,negative,true,", ma’am, isn’t this fraud? It’s the same as gas stations raising prices after a natural disaster!",2025-05-11,0.325,0.584,0.091,-0.8122
6820dd5899891a237c42baf8,"Hassan Sh, Xamse iyo dawladoda 3 sano waxba kama qaban gobalka Gedo waxkale iskadhaafe natural disaster kii bridges ka jaray xata waxay hor istaageen dadka shacabka ah oo rabay in iskutashi waxkudhistan qalabki ay so’ibsadena xamar aya laguxayiray hada waxay kalo gobolka sareen",2025-05-11T18:15:42,Kagame Ali,KAGAMEAL,tl,natural disaster,slightly negative,false,"Hassan Sh, Xamse iyo dawladoda 3 sano waxba kama qaban gobalka Gedo waxkale iskadhaafe natural disaster kii bridges ka jaray xata waxay hor istaageen dadka shacabka ah oo rabay in iskutashi waxkudhistan qalabki ay so’ibsadena xamar aya laguxayiray hada waxay kalo gobolka sareen",2025-05-11,0.086,0.861,0.053,-0.3818
6820dd5899891a237c42bafa,@atensnut This makes me think about Roblox Natural Disaster Survival.,2025-05-11T18:15:42,Noodlemeyer The Adventurer,Noodlevision008,en,natural disaster,slightly negative,true,This makes me think about Roblox Natural Disaster Survival.,2025-05-11,0.281,0.548,0.171,-0.3818
6820dd5899891a237c42bafc,"@NZNationalParty Nice deflection from what has been going on.  @chrisluxonmp @dbseymour  - there needs to be room to Pass Laws Under Urgency ONLY in the event of WAR, PANDEMIC, NATURAL DISASTER, NATIONAL EMERGENCY - you will pay for your 'PayEquity' BLUNDER! Luxon is your undoing.",2025-05-11T18:15:42,Veronica Glamis Aotearoa💃💃💃💃,VeronicaGlamis,en,natural disaster,negative,true,"Nice deflection from what has been going on. - there needs to be room to Pass Laws Under Urgency ONLY in the event of WAR, PANDEMIC, NATURAL DISASTER, NATIONAL EMERGENCY - you will pay for your 'PayEquity' BLUNDER! Luxon is your undoing.",2025-05-11,0.243,0.655,0.101,-0.8576
6820dd5899891a237c42baff,@Dennis_C_Hayes @RetroAgent12 You are right - eggs and gasoline are down from the various floods in 2024.    \n\nClaiming data from a natural disaster and comparing it to now is completely ridiculous,2025-05-11T18:15:42,RealWebTraveler,RealWebTraveler,en,natural disaster,negative,true,You are right - eggs and gasoline are down from the various floods in 2024. Claiming data from a natural disaster and comparing it to now is completely ridiculous,2025-05-11,0.184,0.749,0.067,-0.659
6820dd5899891a237c42bb05,being silly in natural disaster survival with the goobies X3\n@essowolf @Icythefox947 @TheGamingMeteor https://t.co/Qg1jztywOD,2025-05-11T18:15:42,Cj_lel,CjLel,en,natural disaster,slightly negative,true,being silly in natural disaster survival with the goobies X3,2025-05-11,0.219,0.588,0.193,-0.3612
6820dd5899891a237c42bb0a,"@unusual_whales Trade deficits, inflation, and growth trends are influenced by global markets, Fed policy, and years of bipartisan decisions. Oversimplifying doesn’t solve anything.",2025-05-11T18:15:42,Amanda Scott,AmandaScott0203,en,inflation trends,positive,true,"Trade deficits, inflation, and growth trends are influenced by global markets, Fed policy, and years of bipartisan decisions. Oversimplifying doesn’t solve anything.",2025-05-11,0,0.827,0.173,0.5267
6820e281af075dec765bad88,"It may not seem like it, but fixing the yuan's value is essentially an act of economic warfare.\n\nIt deepens global recession.\n\nTrillions flow into China every year and barely circulate back. If China ever unleashes that liquidity suddenly, it could trigger a global crisis. https://t.co/RMyy6pdCGj",2025-05-11T18:37:10,The Smart Ape 🔥,the_smart_ape,en,global economic crisis,negative,true,"It may not seem like it, but fixing the yuan's value is essentially an act of economic warfare. It deepens global recession. Trillions flow into China every year and barely circulate back. If China ever unleashes that liquidity suddenly, it could trigger a global crisis.",2025-05-11,0.237,0.709,0.054,-0.8911
6820e281af075dec765bad8a,"@Styx666Official Styx. This is by far your most dogshit take. FDR presided over the worst economic crisis in american history, and made sure the country made it out intact. He then proceed to lay the foundations for USA's future global hegemony. Don't care how many asians he sent to camps.",2025-05-11T18:37:10,Lovecraft's_Cat69,HAsatryan46745,en,global economic crisis,negative,true,"Styx. This is by far your most dogshit take. FDR presided over the worst economic crisis in american history, and made sure the country made it out intact. He then proceed to lay the foundations for USA's future global hegemony. Don't care how many asians he sent to camps.",2025-05-11,0.181,0.751,0.068,-0.8284
6820e281af075dec765bad8d,@chischans @Lewis_Mulinda Zambias growth is highly correlated to global copper prices. \n\nCopper prices saw a slump after the 2008 financial crisis and rebounded after 2010.\n\nA more pertinent conversation would revolve around policy interventions and their impact on economic indicators,2025-05-11T18:37:10,Shuko,shukoz,en,global economic crisis,slightly negative,true,Zambias growth is highly correlated to global copper prices. Copper prices saw a slump after the 2008 financial crisis and rebounded after 2010. A more pertinent conversation would revolve around policy interventions and their impact on economic indicators,2025-05-11,0.092,0.85,0.058,-0.3612
6820e281af075dec765bad92,"15/ Why does the IMF lend to countries like Pakistan?\n\nThe IMF aims to stabilize global economies. Lending to countries in crisis helps prevent economic collapse, which can have worldwide repercussions. However, such decisions often involve complex geopolitical considerations.",2025-05-11T18:37:10,Swapnil_Kommawar,gamariaymanee,en,global economic crisis,slightly negative,true,"15/ Why does the IMF lend to countries like Pakistan? The IMF aims to stabilize global economies. Lending to countries in crisis helps prevent economic collapse, which can have worldwide repercussions. However, such decisions often involve complex geopolitical considerations.",2025-05-11,0.154,0.716,0.131,-0.4767
6820e281af075dec765bad94,"Donald Trump, I'm sorry to inform you that your America Great Again is. shrinking. As you are destroying your economic partners. Creating this global mess. Which results in this global crisis of confidence. North America - MAKE AMERICA LITLE AGAIN. This is Trump! https://t.co/Ooco00aP25",2025-05-11T18:37:10,@alemaoopoeta252,alemaoopoeta252,en,global economic crisis,slightly negative,true,"Donald Trump, I'm sorry to inform you that your America Great Again is. shrinking. As you are destroying your economic partners. Creating this global mess. Which results in this global crisis of confidence. North America - MAKE AMERICA LITLE AGAIN. This is Trump!",2025-05-11,0.202,0.634,0.164,-0.2942
6820e281af075dec765bad97,@HazaUTD Amorim is a natural Disaster.\nThis position is unacceptable.\nHe made @ManUtd a lot worse.\n#Sackhim,2025-05-11T18:37:10,👑Egerton👑🦅,datferrari,en,natural disaster,negative,true,Amorim is a natural Disaster. This position is unacceptable. He made a lot worse.,2025-05-11,0.397,0.506,0.097,-0.8271
6820e281af075dec765bada6,"Hassan Sh, Xamse iyo dawladoda 3 sano waxba kama qaban gobalka Gedo waxkale iskadhaafe natural disaster kii bridges ka jaray xata waxay hor istaageen dadka shacabka ah oo rabay in iskutashi waxkudhistan qalabki ay so’ibsadena xamar aya laguxayiray hada waxay kalo gobolka sareen",2025-05-11T18:37:10,Kagame Ali,KAGAMEAL,tl,natural disaster,slightly negative,false,"Hassan Sh, Xamse iyo dawladoda 3 sano waxba kama qaban gobalka Gedo waxkale iskadhaafe natural disaster kii bridges ka jaray xata waxay hor istaageen dadka shacabka ah oo rabay in iskutashi waxkudhistan qalabki ay so’ibsadena xamar aya laguxayiray hada waxay kalo gobolka sareen",2025-05-11,0.086,0.861,0.053,-0.3818
6820e281af075dec765badb1,"India’s attacks, driven by political motives and timed with internal unrest, endangered regional peace. Pakistan’s response wasn’t just military—it was principled, calculated, and justified.\n\n #شکریہ_افواج_پاکستان https://t.co/gqj5KIa1in",2025-05-11T18:37:10,A.๓.รαγร,Ambrin_Official,en,political unrest,positive,true,"India’s attacks, driven by political motives and timed with internal unrest, endangered regional peace. Pakistan’s response wasn’t just military—it was principled, calculated, and justified.",2025-05-11,0.09,0.717,0.193,0.5106
6820e281af075dec765badb3,"@Babalucky254 @ApacheOj @kenyasgossips The claim that the Luo community normalizes violence is a generalization. Political violence in Kenya involves multiple ethnic groups, not just the Luo, as seen in the 2007-2008 post-election unrest. Luo leaders like Raila Odinga have consistently condemned violence, such as in",2025-05-11T18:37:10,Grok,grok,en,political unrest,negative,true,"The claim that the Luo community normalizes violence is a generalization. Political violence in Kenya involves multiple ethnic groups, not just the Luo, as seen in the 2007-2008 post-election unrest. Luo leaders like Raila Odinga have consistently condemned violence, such as in",2025-05-11,0.263,0.693,0.043,-0.9287
6820e281af075dec765badb4,"The comments and calls to “RESIST” @POTUS @realDonaldTrump and the Trump Administration are CORROSIVE, WITH INTENT TO INDUCE and or PROVOKE political UNREST, UNJUST, and MOTIVATE UNLAWFUL INTERFERENCE. This Justice is supposed to hold herself to a higher standard &amp; be",2025-05-11T18:37:10,45isGOAT,c_dm1377,en,political unrest,slightly negative,true,"The comments and calls to “RESIST” and the Trump Administration are CORROSIVE, WITH INTENT TO INDUCE and or PROVOKE political UNREST, UNJUST, and MOTIVATE UNLAWFUL INTERFERENCE. This Justice is supposed to hold herself to a higher standard &amp; be",2025-05-11,0.144,0.714,0.142,-0.0343
6820e281af075dec765badbf,"Rising consumer costs are a challenge with tariffs impacting small businesses.  In this video, I explain Tariff Inflation and its effects on your business. Economic Trends Today show why Tariff Impacts on Small Business is crucial. \n\n#MrMunifAli #TariffInflationExplained https://t.co/MYfpCHfPRs",2025-05-11T18:37:10,Mr Munif Ali,mrmunifali1,en,inflation trends,slightly negative,true,"Rising consumer costs are a challenge with tariffs impacting small businesses. In this video, I explain Tariff Inflation and its effects on your business. Economic Trends Today show why Tariff Impacts on Small Business is crucial.",2025-05-11,0,0.967,0.033,0.0772
6820e281af075dec765badcd,"@QuoteChain_AI Crypto’s down 10%, and CT’s distracted by the latest token. Meanwhile, in Kenya, farmers use blockchain to get paid directly for crops, cutting out inflation and middlemen. No trends. Just real empowerment.",2025-05-11T18:37:10,Ň𝐢𝐬𝒶t❤️ QT,nisat_boy,en,inflation trends,negative,true,"Crypto’s down 10%, and CT’s distracted by the latest token. Meanwhile, in Kenya, farmers use blockchain to get paid directly for crops, cutting out inflation and middlemen. No trends. Just real empowerment.",2025-05-11,0.169,0.831,0,-0.6249
6820e281af075dec765bad89,"Narendra Modi must join BJP’s Margdarshak Mandal. Historic economic crisis, unemployment, farmer and youth distress, &amp; 2024’s 240 seats expose his failures, now blunders with Pakistan escalating tensions &amp; global policy mistrust, weakening India. New leaders needed for BJP, Modi",2025-05-11T18:37:10,Shubham,Shubham_RI,en,global economic crisis,negative,true,"Narendra Modi must join BJP’s Margdarshak Mandal. Historic economic crisis, unemployment, farmer and youth distress, &amp; 2024’s 240 seats expose his failures, now blunders with Pakistan escalating tensions &amp; global policy mistrust, weakening India. New leaders needed for BJP, Modi",2025-05-11,0.369,0.59,0.041,-0.9501
6820e281af075dec765bad90,"First requisite to the rise of fascism is the economic crisis due to inherent contradiction of capitalism. The Ram Janmabhoomi movement only picked pace after the fall in profitability of capitalism, in India the effects showed later as in most global south countries.",2025-05-11T18:37:10,Dr. s₳₳uce ☭🇮🇳🔻,Sauce_69_,en,global economic crisis,negative,true,"First requisite to the rise of fascism is the economic crisis due to inherent contradiction of capitalism. The Ram Janmabhoomi movement only picked pace after the fall in profitability of capitalism, in India the effects showed later as in most global south countries.",2025-05-11,0.127,0.83,0.044,-0.6124
6820e281af075dec765bad91,"Pakistan's Position Then &amp; Now\n\n1971: Divided geographically. East Pakistan was alienated. Civil war &amp; genocide in East created global sympathy for India.\n\n2025: Unified, but internally weak—economic crisis, political instability. Yet, backed tightly by China.\n\n(6/n) https://t.co/h5jOp5ENxX",2025-05-11T18:37:10,𝐃𝐎 𝐍𝐞𝐰𝐬,donewstoday,en,global economic crisis,negative,true,"Pakistan's Position Then &amp; Now 1971: Divided geographically. East Pakistan was alienated. Civil war &amp; genocide in East created global sympathy for India. 2025: Unified, but internally weak—economic crisis, political instability. Yet, backed tightly by China. (6/n)",2025-05-11,0.175,0.691,0.134,-0.7096
6820e281af075dec765bad9c,"@bbellaaaa Also, God forbids, what happens to those shops in case of a natural disaster like a tsunami?",2025-05-11T18:37:10,Joseph Thierry Fanfan,JosephTFanfan,en,natural disaster,slightly negative,true,"Also, God forbids, what happens to those shops in case of a natural disaster like a tsunami?",2025-05-11,0.242,0.491,0.268,-0.0772
6820e281af075dec765bad9d,@FBIDDBongino Do you believe Epstein committed suicide?,2025-05-11T18:37:10,Natural Disaster,usmc_pig87,en,natural disaster,negative,true,Do you believe Epstein committed suicide?,2025-05-11,0.388,0.431,0.181,-0.5267
6820e281af075dec765bad9e,"@adamcarolla I’m no fan of lockdown governors but they were not self-elected dictators out of nowhere: they were governors. That allows them some authority others lack, such as declaring a state of emergency in the event of (or in preparation for) a natural disaster. Such actions may be well",2025-05-11T18:37:10,Mark Rhodes,MarkRhodes11,en,natural disaster,negative,true,"I’m no fan of lockdown governors but they were not self-elected dictators out of nowhere: they were governors. That allows them some authority others lack, such as declaring a state of emergency in the event of (or in preparation for) a natural disaster. Such actions may be well",2025-05-11,0.215,0.668,0.117,-0.7981
6820e281af075dec765bada1,Haunting Memories 😭\n#BradfordFire #disaster #40thanniversary \nBBC News - Bradford City fire remembered on 40th anniversary of Valley Parade disaster - BBC News\nhttps://t.co/u6IpvNbFCj,2025-05-11T18:37:10,its only natural,clothesfreeuk,en,natural disaster,negative,true,Haunting Memories 😭 BBC News - Bradford City fire remembered on 40th anniversary of Valley Parade disaster - BBC News,2025-05-11,0.429,0.571,0,-0.9413
